chengshi,yijiquyu,xiaoqumingcheng,xiaoqujunjia,jiagezoushi,quyushangquan,xiangxidizhi,jianzhuleixing,wuyefeiyong,chanquanleibie,rongjilv,zonghushu,lvhualv,jianzhuniandai,tingchewei,kaifashang,wuyegongsi,zaizushu,zaishoushu,community_url,bd_lon,bd_lat,wgs_lon,wgs_lat,min_time_gongjiao,min_time_zhongxue,count_zhongxue,min_time_xiaoxue,count_xiaoxue,min_time_gaoxiao,count_gaoxiao,min_time_yiyuan,count_yiyuan,min_time_jingdian,count_jingdian,min_time_kaifang,count_kaifang,min_time_xiuxian,count_xiuxian,gcj_lon,gcj_lat,amaplonlat
宜昌,当阳,坝陵疾控中心家属院,3595,-8.978,当阳 长坂路,锦屏大道41号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,35,1,//yichang.ganji.com/xiaoqu/balingjikongzhongxinjiashuyuan/,111.81152608483673,30.843085352906392,111.79924664732432,30.839604541043105,176,1011,0,1219,0,1040,0,10000,0,973,0,2297,0,10000,0,111.8050051941361,30.837172530515208,"111.8050051941361,30.837172530515208"
宜昌,当阳,坝陵之星小区,3629,0.0,当阳 长坂路,车站路,小高层,0.55元/平米/月,商品房住宅,0.00,78户,暂无数据,2011-10-28年,暂无数据,宜昌市金峡房地产开发有限公司,当阳市叁有物业有限公司,97,0,//yichang.ganji.com/xiaoqu/balingzhixingxiaoqu/,111.79788468685386,30.844658247368663,111.78552569694531,30.84134605792462,442,10000,0,667,1,10000,0,10000,0,880,1,366,1,10000,0,111.7913094800468,30.838936153120976,"111.7913094800468,30.838936153120976"
宜昌,西陵,白龙岗小区,7617,-2.419,西陵 白龙岗,胜利四路47号,小高层,0.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2002年,地上车位,宜昌城建集团,享安物业管理有限公司,342,51,//yichang.ganji.com/xiaoqu/bailonggangxiaoqu/,111.31112958186162,30.703934845558965,111.2988536621516,30.70067258814996,57,422,1,1065,0,1010,0,10000,0,208,6,196,18,1254,0,111.30455782000469,30.698263862061694,"111.30455782000469,30.698263862061694"
宜昌,西陵,白龙园,8127,0.958,西陵 东门,胜利四路39号,多层,0.00元/平米/月,商品房住宅,2.50,暂无数据,暂无数据,2002年,地上150个车位,暂无数据,暂无数据,16,6,//yichang.ganji.com/xiaoqu/bailongyuan1pf1/,111.31074879015593,30.70231390280709,111.29847419605338,30.699054758041903,139,549,2,1193,0,881,1,10000,0,54,6,54,16,1303,0,111.30417720631928,30.69664461594007,"111.30417720631928,30.69664461594007"
宜昌,西陵,白龙苑,0,0.0,西陵 白龙岗,云集路,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,0,1,//yichang.ganji.com/xiaoqu/bailongyuane9eK/,111.31378524244077,30.706410027420556,111.3015047621566,30.703127463492162,243,131,1,997,0,805,1,1995,0,341,2,448,15,1695,0,111.30721624685968,30.700724495479214,"111.30721624685968,30.700724495479214"
宜昌,伍家岗,白沙大厦,6968,6.198,伍家岗 伍家岗周边,汪家冲路2号,高层,1.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,宜昌东鹏物业管理有限公司,12,33,//yichang.ganji.com/xiaoqu/baishadashat3a5/,111.3702635064641,30.651354966523083,111.3579802317088,30.64735069547184,246,1014,0,1293,0,10000,0,281,2,1041,0,174,4,880,1,111.36384028328258,30.645023658975735,"111.36384028328258,30.645023658975735"
宜昌,枝江,白洋新城,3500,-36.364,其他 玛瑙河大道,沪聂线,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,1,0,//yichang.ganji.com/xiaoqu/baiyangxincheng5px8/,111.53486793014585,30.43192179194566,111.52265286972978,30.428832802071142,10000,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,10000,0,111.52829895196942,30.426197821226022,"111.52829895196942,30.426197821226022"
宜昌,当阳,百纺新区,4196,-1.616,当阳 长坂路,端直街222号,多层,0.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,百纺新区居民委员会,百纺新区业主委员会,26,0,//yichang.ganji.com/xiaoqu/baifangxinqu/,111.7959742605258,30.83273004690769,111.78361947029262,30.829442359951546,194,596,3,298,2,10000,0,227,1,137,7,13,10,107,5,111.78940527165786,30.82702839371349,"111.78940527165786,30.82702839371349"
宜昌,秭归,百丽嘉园,3369,27.114,秭归 平湖大道,建东大道189号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,8,1,//yichang.ganji.com/xiaoqu/bailijiayuan052z/,110.98845420030274,30.80591841910721,110.97670702517406,30.802194262467314,120,10000,0,1138,0,10000,0,10000,0,410,1,10000,0,10000,0,110.98202498034287,30.79972798516242,"110.98202498034287,30.79972798516242"
宜昌,夷陵,柏林馨苑,7195,-0.564,夷陵 图书馆,黄金路2号,多层|小高层,1.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2008年,配有地上停车位,宜昌宏泰房地产开发有限责任公司,宜昌宏泰物业公司,210,4,//yichang.ganji.com/xiaoqu/bolinxinyuan/,111.33787896401553,30.77717829617432,111.32559124419652,30.773474299241567,522,433,4,611,3,10000,0,1090,0,827,2,442,10,10000,0,111.33137703252996,30.771151827473084,"111.33137703252996,30.771151827473084"
宜昌,西陵,半导体厂宿舍,8794,5.25,西陵 CBD,绿萝路41-4号,多层,0元/平米/月,商品房住宅,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,5,1,//yichang.ganji.com/xiaoqu/bandaotichangsushe97E0/,111.30605846759669,30.71335092239244,111.29378646289219,30.71010061480866,183,783,1,504,3,951,0,916,0,581,3,443,11,757,1,111.29947822540612,30.70768800272197,"111.29947822540612,30.70768800272197"
宜昌,当阳,北苑小区,7712,2.564,当阳 长坂路,南正街,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,50,5,//yichang.ganji.com/xiaoqu/beiyuanxiaoqug178/,111.8049053935671,30.834266367910914,111.7925931872469,30.830886895061752,140,380,4,410,2,10000,0,693,1,415,7,386,10,613,3,111.7983637466169,30.828460769398696,"111.7983637466169,30.828460769398696"
宜昌,东山,半岛花园,11552,-0.532,东山 三环广场,珠海路6号,超高层,1.40元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2011年,暂无数据,宜昌三元房地产开发有限责任公司,宜昌永耀物业管理有限公司,653,155,//yichang.ganji.com/xiaoqu/bandaohuayuan3co6/,111.32753039471004,30.712422823570225,111.31525083467146,30.708952338280902,174,1371,0,614,1,10000,0,904,0,230,3,230,5,878,1,111.32100128449277,30.706577436035772,"111.32100128449277,30.706577436035772"
宜昌,西陵,半山云庭,7708,-14.073,西陵 CBD,汉宜高速,高层,6.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,湖北迅算创业园投资有限公司,宜昌讯算物业,42,23,//yichang.ganji.com/xiaoqu/banshanyunting/,111.3360943902894,30.72919070421494,111.32381273736571,30.725547304070847,578,10000,0,10000,0,4621,0,10000,0,10000,0,764,1,10000,0,111.32958922703062,30.72319691209642,"111.32958922703062,30.72319691209642"
宜昌,西陵,保利林语溪,7339,-4.141,西陵 东门,厦门路,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,3,4,//yichang.ganji.com/xiaoqu/baolilinyuxiBi34/,111.32886401907015,30.720940859618786,111.31657820758176,30.717440500233625,363,1334,0,1398,0,2181,0,1436,0,853,1,1079,0,10000,0,111.32233319904303,30.715072249520514,"111.32233319904303,30.715072249520514"
宜昌,夷陵,保利山海大观,0,0.0,夷陵 虾子沟,夷兴大道8号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,164,0,//yichang.ganji.com/xiaoqu/baolishanhaidaguan/,111.31501043054615,30.765172471408334,111.30269026638047,30.76184061576756,29,1079,0,284,1,10000,0,546,1,54,3,376,5,10000,0,111.30841006690258,30.759469064452755,"111.30841006690258,30.759469064452755"
宜昌,东山,保利时代,9546,-0.222,东山 东山周边,汕头路22号,高层|超高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,697,75,//yichang.ganji.com/xiaoqu/baolishidaiRk7Q/,111.33681501096952,30.714462890419405,111.32455016217908,30.710816590572584,340,1671,0,1117,0,10000,0,10000,0,748,2,767,1,10000,0,111.33032748157653,30.708460402525265,"111.33032748157653,30.708460402525265"
宜昌,夷陵,保利香槟国际,6990,-2.164,夷陵 虾子沟,黄金路28号,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,131,0,//yichang.ganji.com/xiaoqu/baolixiangbinguoji7rB4/,111.34388332787478,30.784272346193642,111.33161284599605,30.780453246682182,79,165,3,156,3,10000,0,10000,0,141,3,441,6,10000,0,111.33741639960708,30.778145931373032,"111.33741639960708,30.778145931373032"
宜昌,枝江,北奥茗苑,5950,1.046,枝江 迎宾大道,民主大道38号,高层,1.05元/平米/月,商品房住宅,2.80,811户,暂无数据,2012年,共有143个停车位,宜昌雅厦房地产开发有限责任公司,枝江市广厦物业管理有限责任公司,245,0,//yichang.ganji.com/xiaoqu/beiaomingyuan/,111.76243063447771,30.432127152514678,111.75012650148523,30.428781215177324,167,718,2,364,1,10000,0,323,2,235,2,168,14,187,3,111.75590882867668,30.426231253951787,"111.75590882867668,30.426231253951787"
